12837
52 9 21	Eliana Gonzalez
35 2 10	Norman Horowitz
24 1 28	Mildred Peters
64 2 30	See Brown
79 10 4	Ken Mabry
49 3 11	Jason Payne
11 6 25	Annie Bell
26 4 18	Gordon Tate
42 6 10	Cecil Murphy
23 5 7	Karrie Gonzalez
13 6 29	Christopher Blanton
65 11 6	Delaine Clark
17 1 29	Kimberly Harrington
17 9 13	Timmy Holloway
83 11 5	Karen Ruiz
83 10 27	Kenneth Johnson
68 7 4	Earnest Doyle
48 0 10	Johnathan Browne
73 6 3	Martin Morgan
37 9 26	Gordon Payne
22 8 7	Andre Yoon
46 0 21	Jacqulyn Porterfield
14 6 18	Devin Doyle
12 9 0	Rosie Baumann
21 4 30	Yuonne Robinson
58 1 9	Dani Humphrey
9 0 8	Elijah Pulliam
20 9 1	Denise Parker
87 7 13	Charlene Aaron
57 7 15	Jane Coleman
12 5 5	Terry Barlow
38 5 14	Carley Miller
57 0 14	Kathy Washington
23 8 29	Helen Mccune
27 4 8	Christine Alvarado
68 3 8	Angel Paul
87 2 21	Delaine Butler
26 7 18	Alejandro Brooks
12 8 0	Wayne Richardson
29 10 22	Terrell Wood
45 7 10	Deborah Martin
50 9 26	Alma Hernandez
8 10 16	Gregory Medina
62 3 25	Jane Turner
40 11 15	See Benton
17 0 25	Michelle Hill
76 3 26	Belinda Cox
68 5 20	Jacqueline Mitchell
64 2 28	Wayne Collins
12 2 10	Martin Hines
71 7 6	Heidi Meyer
9 0 20	Stephenie Long
12 4 7	Felipe Lane
48 10 24	Germaine Bailey
56 0 13	Terrell Baldwin
56 1 26	Edward Collins
38 1 7	Willie Ruiz
25 9 14	Ronald Baldwin
44 8 12	Stasia Lane
11 6 1	Diana Moore
40 10 23	Dennis Padilla
16 10 3	Kasie Wilkins
79 11 21	William Bowling
31 8 24	Norman Ruiz
22 10 6	Aubrey Price
21 5 1	Karrie White
57 8 4	Max Harris
76 7 20	Carl Barrett
32 3 23	Kenneth Hernandez
59 7 6	Alma Bell
89 6 25	Hsiu Price
59 3 19	Maddie Butler
27 9 25	Jean Aaron
80 6 5	Sarah Doyle
89 2 19	Kevin Hampton
88 9 26	See Hutchings
55 11 10	Brandon Dunn
83 11 10	Michael Thompson
35 4 22	Marion Jackson
29 7 1	Wade Perez
17 10 26	Johnathan Williams
14 6 27	Calvin Yoon
19 10 12	Nicholas White
35 6 29	Maria Bowen
58 11 22	Katherine Blanton
39 5 29	Josphine Lee
49 10 8	Julie Wagner
8 10 13	Estelle Porterfield
76 5 26	Melissa Meyer
83 8 26	Martin James
12 2 10	Casey Thompson
21 7 18	Steve Holloway
78 1 19	Gregory Holt
81 5 8	Natalie Gracia
86 5 15	Ella Tate
56 0 7	Kenneth Baker
74 9 16	Melita Bryant
61 7 18	Valerie Taylor
56 4 21	Teresa Willis
13 7 10	Dexter Ramirez
50 0 20	Karen Weaver
49 7 15	Dorothy Wood
67 6 3	Sharon Price
40 3 6	Oretha Hall
44 2 27	Lonnie Sanders
75 2 25	Spencer Carter
64 7 23	Khadijah Bailey
67 2 23	Angie Seymore
87 7 0	Howard Gonzalez
39 6 1	Yuonne Turner
18 5 19	Fred Gray
8 6 17	Catherine Barnes
28 7 10	Andrew Collins
85 8 19	Benjamin Perry
44 7 25	Catherine Thomas
61 11 14	Collen Moran
46 4 1	Eliana Fenton
54 7 13	Denise Graves
68 1 5	Elijah Porterfield
49 2 20	Clark Arevalo
19 9 17	Benjamin Webb
30 8 21	Pat Norman
11 3 4	Hugh Hunt
90 0 27	Laurence Barrett
22 5 17	Jeni Lee
45 11 15	Pamala Morgan
66 6 9	Elijah Simmons
72 6 8	Ashley Arevalo
85 9 5	Tammy Mitchell
55 10 25	Clayton Harrington
16 3 22	David Young
36 4 14	Lillian Martinez
52 8 21	Val Mabry
26 6 5	Jennifer Webb
60 2 29	Susan Jenkins
35 7 2	Gregory Gonzalez
79 8 14	Brian Bailey
78 4 3	Deborah Martinez
20 7 4	Jorge Barnes
31 6 11	Bobby Padilla
83 4 3	Laura Whitworth
35 0 16	Belinda Watson
9 10 30	Terence Young
79 1 16	Nicholas Howard
51 4 20	Roger Maier
8 10 3	Patricia Flynn
35 9 22	Melissa Arevalo
64 8 19	Clark Weaver
8 10 20	Zada Freeman
43 3 3	Clark Stokes
59 8 25	Dorothy Freeman
89 5 29	Calvin Porterfield
54 7 18	Christine Parker
45 5 13	Vera Reed
57 9 8	Sherri Lanham
73 11 14	Vera Tiller
43 7 5	Jean Ingram
44 5 20	Bryant Lamb
61 7 28	Yuonne Roberts
80 1 4	Denise Webb
79 5 7	Aaron Wilkins
58 0 27	Mildred Ball
15 4 24	Anthony Patterson
45 3 17	Rachel Mitchell
17 4 19	Wayne Walker
22 6 11	Roger Sterling
39 4 20	Jacqueline Johnson
71 0 2	Jacqulyn Main
8 1 12	Treva Jenkins
70 5 11	Kathy Lamb
54 10 0	Annie Main
73 6 5	Sherri Hudson
59 9 16	Natalie Turner
12 1 7	Wayne Williams
53 7 0	Jonathan Powell
89 11 14	Dawne Willis
78 0 0	Max Perry
20 9 4	Kevin Townsend
67 10 3	Jason Price
70 6 16	Edward Alvarado
31 7 10	Anya Aaron
74 9 22	Heidi Lee
62 4 4	Max Watson
33 10 30	Ernest Barber
65 0 1	Martin Webb
59 1 6	Collen Griffin
64 3 20	Val Price
75 8 18	Ernest Scott
21 7 20	Sarah Green
11 4 9	Kim Lee
24 6 6	Rafael Young
24 4 11	Clark Maier
20 7 1	Janice Ingram
48 3 30	Timmy Sterling
30 11 18	Jennifer Rodriguez
52 2 17	Jonathan Shuman
88 7 6	Lillian Bennett
74 10 23	Brandon Cox
63 7 24	Annie Lopez
83 6 20	Tammy Campbell
17 4 14	Sarah Hughes
27 3 3	Michael Henderson
48 7 26	Steve Butler
47 11 9	Wilson Price
40 2 14	Jack Buchanan
75 6 3	Earnest Blanton
14 8 9	Lindsey Gonzalez
49 9 23	Carley Kelley
25 2 24	Betty Vargas
57 9 13	Shrimply Duong
90 9 11	Julie Butler
22 7 25	Jeni Bailey
30 11 22	Johnathan Aaron
68 0 26	Natalie Moran
26 4 28	Michelle Lanham
44 7 30	Estelle Bryant
50 5 25	Annie Jenkins
13 7 24	Denise Reed
17 1 21	Zada Thompson
29 3 15	Aubrey Morgan
35 6 20	Jackeline Murphy
68 1 20	Christine Harris
81 4 5	Darrin Neal
44 8 21	Kimberly Reeves
15 3 8	Ryan Hughes
51 4 12	Norman Lee
47 5 27	Candelaria Davis
70 10 25	Michelle Hubbard
58 11 13	Angie Rhodes
81 5 5	Jack Harris
55 5 27	Diane Brown
61 9 25	Patti Bass
20 8 22	Lonnie Harrington
82 1 10	Sharon Harris
30 3 6	Zachary Graves
24 3 16	Norman Stokes
79 2 6	Aubrey Lanham
80 4 29	Diane Lee
29 11 24	Eloise Tate
41 5 26	Max McDonald
70 6 24	Eugenia Bowen
31 0 0	Rose Phillips
27 8 19	Santiago Butler
17 11 11	Samual Lamb
29 5 13	Alycia Jackson
82 6 10	Laura Gracia
55 6 18	Gregory Wheeler
43 8 15	Josphine Ward
48 7 29	Joanne Moody
81 0 1	Marion Carr
54 6 18	Ken Roberts
15 4 4	Karrie Boyle
48 6 10	Cecil Harrington
55 5 3	Tracy Mccune
54 5 28	See Gonzalez
85 1 19	Susan Taylor
62 11 21	Carl Benton
20 0 25	Andre Davis
45 6 4	Kim Wagner
48 4 0	Shanelle Pulliam
25 9 19	Andrea Reed
88 8 27	Marion Paul
31 7 17	Dani Taylor
59 5 7	Earnest Tackett
42 2 26	Christine Howard
30 8 8	Alycia Howard
50 9 10	Joe Lane
46 11 7	Jose Roberts
86 1 11	Alan Wood
83 3 23	Ernest Barlow
21 0 20	Patricia Gonzalez
17 11 14	Eugene Roland
50 4 20	Teresa Whitworth
37 1 17	Kathleen Reeves
17 2 15	Joanne Humphrey
38 10 15	Diana Duong
24 1 12	Gerard Green
82 4 16	Karen Morgan
55 4 0	Nicholas Tate
73 7 25	Richard Vargas
15 6 1	Clarence Gonzalez
12 2 28	Eugenia Lindsey
23 3 11	Wilmer Pulliam
37 1 27	Richard White
33 10 4	Alycia Horowitz
37 3 16	Vera Freeman
53 2 27	Terrell Holland
67 8 30	George Banks
79 5 21	Norman Fenton
53 9 25	Jacqulyn Thompson
28 7 12	Ramiro Lewis
16 6 18	Lila Washington
9 5 25	Alan Marsh
30 3 23	Clarence Payne
50 0 1	Kasie Seymore
23 11 22	Kathy Norman
30 0 1	Aubrey Vega
56 9 17	Frankie Hudson
83 8 17	Glennis Bell
73 5 26	Ronald Barber
9 4 1	Melissa Griffin
49 4 18	Laurence Smith
54 4 25	Kelly Holland
77 7 0	Maddie Sherman
27 3 30	Carl Yoon
15 8 26	Joe Thomas
75 6 15	Rachel Bass
63 10 18	Aaron Perkins
56 11 10	Arthur Tate
40 9 3	Yuonne Flynn
71 4 8	Melita Flowers
27 4 6	Dwayne Anderson
87 2 20	Deborah Meyer
62 3 2	Martha Adams
63 6 28	Kevin Cook
75 8 5	Stephenie Mitchell
27 3 18	Clark Horan
37 3 5	Diana Howard
85 5 8	Catherine Hamilton
21 5 19	Rafael Steadman
15 10 16	Timothy Williams
30 1 1	Tammy Griffin
46 3 26	Janice Green
72 3 9	Lindsay Shuman
34 6 2	Nelson Gray
90 8 7	Anna Washington
80 10 27	Maddie Collins
9 11 25	George Meyer
38 7 19	Roger Bailey
89 4 26	Maddie Padilla
88 0 15	Ken Duong
13 11 10	Spencer Clark
39 9 20	Andrew Thompson
41 8 0	Lillian Roberts
16 1 9	Treva Bennett
87 0 23	Val Campbell
85 0 8	Val Peterson
70 7 13	Brian Carter
66 1 21	Shrimply Kelly
16 7 20	Joe Nelson
21 0 26	Khadijah Pulliam
18 3 18	Gordon Walters
60 5 16	Dennis Watson
86 6 19	Max Watson
61 9 0	Myron Lamb
73 8 24	Wilmer Wood
20 9 5	Glennis Collins
19 11 14	Doris Murphy
18 6 21	Timmy Young
41 1 26	Claudine Maldonado
23 9 10	Jackeline Platt
66 0 24	Rosie Carvalho
10 4 2	Niki Martin
37 2 9	Rebecca Vega
20 10 19	Spencer McDaniel
8 10 20	Betty Taylor
79 2 4	Lonnie Horowitz
46 11 16	Kevin Dunn
68 6 21	Clark Williams
89 11 26	Lindsay Lane
8 2 18	Raymond Tackett
39 4 3	Adam Fortune
79 7 12	Catherine Walker
23 3 15	Wayne Reyes
88 6 1	Mary Kelly
60 0 2	Anya Thompson
68 11 8	Natalie Reddick
8 2 4	Mary Vargas
72 9 4	Susan Allen
85 4 14	Joe Alexander
33 5 28	Clayton Adams
54 11 2	Estelle Gray
40 5 0	Lonnie Barrett
52 3 29	Eugenia Alvarado
88 3 14	Mary Powell
23 5 26	Niki Green
55 7 5	Belinda Bryant
61 11 11	Eugenia Fortune
20 0 8	Johnny Butler
46 2 2	Heidi Patterson
14 9 22	Janet Bennett
70 0 21	Kasie Faison
72 4 28	Brandon Henderson
85 0 1	Heidi Lewis
42 9 12	Marjorie Sherman
43 0 7	Heidi Vega
14 8 7	Susan Jackson
90 10 30	Christine King
11 10 18	Salvador Butler
70 6 26	Devin Long
21 9 29	Anya Cook
78 3 16	Pat Perez
23 5 30	Terry Perry
55 11 14	Joanne Long
72 10 28	Michelle Diaz
60 0 11	Clark Sherman
87 6 13	Hsiu Jones
65 7 19	Doris Tackett
54 11 1	Arthur Vargas
30 2 0	Jackeline Brockman
52 4 3	Karrie Main
86 0 12	Kenneth Butler
20 10 21	Gerard Graves
69 2 6	George McDaniel
34 7 20	Tammy Mabry
29 3 24	Timmy Thompson
16 8 27	Aida Barnes
86 5 27	Ashley Simpson
68 8 11	Dani Howard
62 9 24	Sharon Lamb
45 4 0	Lynn Ross
37 2 26	Clayton Carvalho
50 1 7	Wilson Scott
74 4 29	Kathleen Aaron
60 11 0	Pamala Martinez
46 1 17	Carl Bowling
79 10 11	Sarah Thomas
74 3 20	Jenifer Alexander
76 2 21	Michael Peterson
48 8 24	Inez Adams
63 7 1	Ryan Edwards
71 9 2	Charles Blanton
85 5 17	Wayne Russell
84 8 0	Rufus Holland
75 10 30	Martha Sullivan
28 7 30	Ivan Main
49 7 11	Mary Maier
33 5 23	Treva Neal
63 6 9	Andrea Flaherty
58 8 27	Lillian Doyle
59 10 28	Carley Alvarado
74 2 3	Hugh Cook
81 9 19	Amanda Hernandez
71 11 14	Lonnie Hutchings
70 9 1	Bobby Banks
77 6 6	Timothy Lamb
43 9 7	Zachary Hall
73 10 10	Angie Steadman
32 0 15	Michelle White
61 0 9	Aubrey Perry
90 3 13	Ramiro Porterfield
56 7 5	Wilson Flores
28 0 21	Martin Perry
59 10 18	Jean Goodrich
90 10 18	Kasie Lane
40 2 12	Angelika Flowers
13 6 23	Jose Steadman
57 5 29	Timmy Knight
88 10 25	See Hamilton
26 11 10	Susan Hindman
26 11 22	Vera Pibbles
35 1 5	Elvina Benton
81 8 12	Eugenia Gonzales
90 3 22	Heidi Simpson
51 0 19	Luz Harris
27 7 16	George Coleman
39 0 8	Nancy Archer
38 6 9	Raymond Simpson
14 5 10	Wayne Holloway
12 7 9	Melita Gray
35 10 29	Jackie Perez
36 10 22	Collen Butler
41 2 27	Germaine Lanham
13 0 21	Natasha Copeland
50 10 0	Roy Payne
24 10 9	Glennis Rogers
29 2 30	Randee Vega
71 7 6	Krissy Martin
46 11 8	Estelle Aguilar
83 0 22	Arthur Gray
58 11 22	Jacqulyn Henderson
53 1 4	Levi Tackett
22 6 0	George Brockman
82 8 10	Angelika Dennis
38 8 24	Wayne Thompson
89 7 30	Martin Main
74 0 29	Dawne Whitworth
18 5 18	Johnathan Johnson
27 4 23	Timmy Orosco
60 10 26	Salvador Fleming
44 9 0	Krissy Powell
17 6 24	Eloise Bowen
38 8 11	Clarence Walker
54 10 0	Jeremy Fleming
57 0 22	Stephenie Moran
76 0 19	Mildred Brooks
84 10 27	Norman Mabry
52 5 15	Jason Watson
13 4 14	Rosie Green
83 4 16	Martin Garcia
34 0 4	Lillian Rhodes
28 4 26	Kevin Barlow
70 11 5	Anya Campbell
62 2 30	Erica Perry
63 7 10	Eloise Porterfield
32 11 26	Levi Sherman
87 11 24	Elijah Young
69 2 8	Wade Grantham
12 8 17	Richard Hughes
30 5 0	Brandon Hollins
72 7 21	Kenneth Carr
68 11 13	Helen Bryant
52 10 0	Kimberly Drake
14 5 8	Marion Baker
61 11 3	Herma Bowling
40 9 11	Charlene Cook
38 3 9	David Lewis
17 6 24	Janice Fleming
8 3 0	Dwayne Bryant
19 4 13	Karrie Harrington
21 8 19	Betty Dean
27 7 20	Ernest Fenton
37 6 14	Eugenia Goodrich
18 11 26	Treva Alexander
59 10 16	Ramiro Hamilton
54 10 29	Alejandro Medina
52 9 14	Andres Bennett
50 3 18	Cheryl Bryant
63 6 18	Benjamin Rivera
11 4 9	David Peters
71 7 29	Rafael Edwards
74 5 23	Earnest Sherman
71 6 28	Jeremy Lamb
40 10 18	Yuonne George
41 10 22	Joanne Pibbles
26 4 0	Brandon Bowling
71 7 3	Yuonne Drake
9 8 10	Grace Archer
12 3 27	Jacqueline Grantham
66 9 1	Krissy Paul
79 8 10	Maryalice Bell
74 8 12	Frankie Maier
53 10 25	Doris Casey
20 1 12	Marie Rogers
43 8 10	Nicolette Collins
27 8 6	Eugenia Tiller
59 6 6	Belinda Porterfield
71 11 8	Kim Henderson
77 6 6	Timmy Washington
40 1 2	Natasha Nunez
62 3 1	Dwayne Moran
37 8 21	Calvin Olvera
67 7 28	Bryant Price
66 11 8	Maryalice Graves
29 9 30	Charlene Taylor
57 10 21	Jonathan Tiller
51 11 16	Felipe Garcia
47 7 17	Aubrey Williams
73 4 27	Charles Webb
11 0 6	Jacqueline Sullivan
87 8 14	Nancy McDaniel
15 4 27	Betty Thompson
39 0 30	Sherri Thompson
45 1 16	Johnny Hutchings
9 8 11	Jason Roland
40 0 26	Joe Murphy
68 1 10	Pat Roberts
29 0 10	Lucia Mitchell
61 6 16	Lila Alvarado
87 8 0	Jackie Parker
14 3 25	Kevin Copeland
87 0 19	Johnathan Watson
73 10 16	Samual Ward
83 5 6	Norman Norman
68 4 21	Calvin George
37 7 9	Lila Barrett
18 3 29	Lindsay Whitworth
41 6 2	Tammy Watson
90 11 1	Samual Gray
50 2 16	Joe Flowers
71 4 23	Rosie Jenkins
49 9 29	Gary Steadman
11 9 16	Eugene Vaughn
51 0 6	Pamala Aaron
39 10 27	Val Morris
81 9 26	Rufus Carr
89 10 12	Willie Wilkins
32 7 2	Anya Horowitz
71 7 26	Ken Flowers
86 11 28	Joe Faison
38 1 11	Jenifer Bailey
44 2 17	Dwayne Brockman
71 0 17	Delaine Bryant
56 1 0	Kevin Gracia
46 5 9	Eliana Stewart
78 0 5	Lonnie Jackson
31 3 26	Denise Richardson
78 4 4	Janet Mitchell
47 3 1	Kelly Bennett
65 8 5	Bryant Bennett
53 3 2	Melissa Barber
19 6 5	Lila Harrington
14 4 10	Ivan Morris
86 11 23	Brandon Barlow
46 7 23	Jennifer Porterfield
23 6 11	Martin Graves
62 5 16	Pamala Sullivan
81 11 17	Khadijah Mitchell
9 5 22	Rosie George
18 0 25	Kim Henderson
78 3 4	Howard Caraballo
57 11 30	Clarence Cook
62 9 27	Eloise Lewis
65 11 22	Antoinette Jones
83 6 12	Howard Reed
58 8 11	Tammy Simpson
25 6 5	Terence Alvarado
56 2 0	Lindsay Barlow
40 9 19	George Wheeler
44 0 15	Kenneth Fenton
75 3 11	Julie Long
27 5 11	Zada Padilla
32 1 23	Eloise Jones
77 2 13	Levi Maier
58 9 6	Martin Evans
20 7 7	Lila Walters
30 5 28	Timmy Coleman
37 1 18	Alycia Fortune
61 6 5	Raymond Butler
61 9 3	Terrell Adams
32 11 14	Martin Lane
64 4 30	Bobby Main
30 3 24	Lonnie Griffin
78 0 0	Lila Hollins
74 5 3	Roger Bass
56 7 5	Delaine Sherman
54 6 4	Patricia Payne
47 3 18	Natasha Vega
49 7 1	Dorothy Freeman
8 5 3	Brandon Horan
44 4 10	Anthony Doyle
52 7 0	Devin Hughes
36 4 4	Marshall Grantham
13 2 24	Alejandro Wagner
24 8 6	Joe Evans
86 1 26	Sherri Wheeler
53 3 18	Denise Coleman
55 6 8	Santiago Bass
78 11 20	Maddie Davis
84 5 6	Clark Hale
83 5 10	Germaine Faison
86 5 18	Jason Doyle
50 10 12	Dennis Price
88 5 8	Nicolette Kelly
86 10 12	Jonathan Coleman
57 8 9	Grace Rhodes
11 4 14	Pat Harris
57 7 21	Johnathan Harrison
49 10 7	Sharon Tate
55 8 3	Cynthia Stokes
38 4 14	Krissy Banks
35 0 5	Estelle Harris
21 3 10	David McDonald
56 0 3	Judith Doyle
41 6 28	Hsiu Blanton
38 9 18	Eileen Ball
60 9 29	Pamela Hudson
32 1 18	Eliana Simpson
32 2 20	Bryant Moran
89 11 9	Charlene Cook
36 0 21	Timmy Reyes
42 7 20	Clarence Jones
73 0 15	Nicholas Sherman
25 1 16	Joe Vaughn
37 5 11	Jackeline Lee
15 6 11	Andre Steadman
69 10 1	Jacqueline Sanders
8 3 16	Wayne Perez
27 6 7	Melita Russell
75 6 26	Dorothy Coleman
8 11 21	Kim Watson
34 7 27	Luz Hutchings
10 0 3	Valerie Robinson
68 5 12	Earnest Horan
21 3 7	Jorge Casey
51 9 12	Estelle McDonald
15 7 5	Kasie Cook
71 1 29	Elijah McDonald
20 5 19	Wade Moody
55 9 4	Shrimply Coleman
89 8 17	Wilson Ball
58 3 20	Nicholas Norman
20 8 30	Sherri Harris
37 0 16	Claudine Harrison
26 6 2	Irene Hale
38 11 11	Jason Flynn
13 1 28	Robin Bryant
65 2 29	Doris Griffin
20 6 8	Eugenia Lane
53 10 18	Antoinette Payne
77 9 4	Ryan Bryant
86 11 8	Ivan Thompson
9 3 25	Gerard Flores
19 9 18	Gerard Sanders
82 7 4	Pamala Holt
58 9 12	Khadijah Yoon
58 8 11	Nicholas Moran
49 0 17	Clayton Peterson
80 4 21	Devin Kelley
75 0 4	Annie Peterson
36 5 19	Helen Perry
81 2 17	Terrell Wagner
60 2 10	Patricia Roberts
67 10 13	Charlene Lane
12 11 3	Susan Cook
45 1 17	Adam Mabry
67 3 15	Annie Arevalo
71 7 6	Wilmer Medina
20 9 0	Margaret Barnes
84 11 16	Ken Moore
77 4 21	Stasia Horan
31 7 9	Andres Watson
90 3 27	Lynn Henderson
16 7 15	Kathleen Foster
35 2 5	Amanda Bowen
60 8 8	Janet Weaver
78 6 25	Calvin Harrison
41 7 13	Lonnie Lee
47 5 28	Melita Martin
44 4 30	George Casey
57 2 0	Kevin Horan
77 2 10	Doris Simpson
85 0 6	Lynn Ward
77 3 29	Pamela Coleman
42 6 30	William Ross
39 9 24	Mildred Mccune
75 5 6	Dennis Lewis
47 5 17	Terrell Maier
15 10 1	Belinda Hill
13 0 21	Janice Hill
56 8 17	Hugh Ross
90 5 19	Marilyn Davis
11 11 26	Martha Brooks
82 8 12	Lindsey Morris
51 11 3	Khadijah Smith
88 3 16	Kevin Hardy
45 0 5	Shanelle Dunn
77 4 26	Kim Grantham
9 0 14	Collen Webb
80 1 18	Annie Sterling
19 2 21	Patti Flowers
13 8 24	Aida Thompson
65 7 24	Wanda Garcia
30 9 18	Martin Lee
53 9 20	Marilyn Holt
32 0 15	Krissy Evans
64 7 3	Val Collins
78 1 0	Ryan George
20 9 9	Nicholas Mabry
30 5 1	Lila Roland
51 10 16	Kelly Collins
65 4 25	Andrew Lee
10 2 14	Maria Orosco
84 7 5	Carl Barber
15 6 11	Zada Brockman
11 2 14	Glennis Harvey
83 7 18	Howard Collins
39 1 16	Alejandro Sanders
90 1 16	Edward Arevalo
87 8 18	Eugene McDonald
28 8 18	Jeremy Webb
90 2 8	Hsiu Ingram
18 9 6	Teresa Taylor
21 10 28	Michelle Hindman
8 8 6	Jeni Peterson
40 8 22	Adam Bryant
59 1 12	Marshall Sanders
47 3 11	Rufus Evans
58 2 23	Natasha Hughes
20 2 18	Jacqulyn Baumann
15 6 9	Andre Hunt
9 5 24	Nelson Rivera
68 1 16	Lindsay Stokes
31 8 13	Donald Reddick
33 7 1	Dorothy Dennis
28 7 21	Christopher White
76 8 29	Kim Brooks
47 10 25	Joe Baldwin
63 3 13	Christine Hubbard
50 11 6	Jacqulyn Davis
83 9 21	Charles Wheeler
56 8 29	Kenneth Benton
82 6 15	Nicolette Ward
21 2 2	Nelson Goodrich
11 1 14	Katherine Flowers
34 11 2	Benjamin Huddleston
19 3 18	Diane Walker
40 9 15	Angelika Drake
15 5 0	Nicolette Bailey
80 0 21	Pamala Walters
74 10 13	Kathleen Reddick
50 7 24	Pat Marsh
56 11 24	Frankie Williams
59 4 0	Johnny Simmons
28 11 12	Andrew Diaz
80 8 9	Frankie Browne
68 8 17	Martin Orosco
38 2 3	Johnathan Reid
10 7 11	Shanelle Webb
30 0 25	Antoinette Wood
77 3 20	Gregory Coleman
38 7 21	Eugenia Gonzales
25 5 3	Maryalice Drake
60 0 26	Natasha Tate
84 2 24	Jennifer Holland
22 6 19	Janice Coleman
84 5 7	Robin Henderson
88 3 4	Kasie Dunn
67 6 0	Alice Hill
48 10 16	Jenifer Adams
11 6 21	Jacqueline Norman
73 8 6	Lynn Hudson
19 3 2	Lila Thomas
26 11 27	Timmy Dunn
37 0 14	Terence Sanchez
49 8 11	Wayne Turner
12 1 3	Jose Browne
53 6 16	Oretha Vargas
14 9 6	Val Aaron
40 7 24	Candelaria Bowen
19 9 8	Willie Parker
13 10 7	Zada Peterson
62 11 6	Ramiro McDaniel
10 6 27	Karrie Paul
76 0 10	Alan Roberts
56 7 10	Eileen Walters
73 7 20	Bobby Ball
58 2 2	Jackeline Coleman
35 9 7	Diane Neal
55 9 24	Jennifer Harris
72 11 10	Ryan Mabry
76 0 14	Terry Tiller
77 3 22	Lila Miller
8 10 15	Jeremy Williams
77 6 21	Clark Orosco
39 5 9	Spencer Payne
64 10 22	Estelle Maier
85 0 4	Betty Martin
27 5 13	Jackie Wilson
15 0 16	Gary Reid
80 7 11	Michelle Bailey
60 0 5	Vera Ramirez
45 3 3	Jenifer Sterling
79 8 2	George Lanham
70 3 13	Sophia Wright
37 2 6	Delaine Flaherty
20 2 30	Melissa Hunt
28 0 12	Barbara Morgan
32 8 30	Alejandro George
28 0 24	Elvina Peters
43 8 13	Jack Maier
11 9 3	Irene Weaver
42 6 10	Diana Archer
28 8 7	Kim Archer
66 4 2	Kimberly Kelley
30 6 13	Jane Baldwin
34 5 3	Catherine Vaughn
61 10 6	Shanelle Bailey
31 5 5	Annie Evans
20 8 27	See Roberts
19 5 11	Marie Bryant
73 2 2	Bobby Goodrich
62 6 20	Shanelle Sterling
75 2 24	Wanda Reid
69 5 14	Levi Dunn
43 4 4	Grace Roland
74 11 26	Janet Padilla
46 4 28	Richard Reeves
31 9 9	Spencer Maldonado
12 0 1	Joshua Willis
54 10 2	Charlene Reed
24 11 13	Diana Sullivan
18 7 30	Denise White
54 9 4	Krissy Aguilar
62 8 13	Spencer Neal
40 10 13	Dennis Holt
81 11 2	Robin Sterling
53 10 10	Rosie Holt
40 1 17	Nelson Murphy
31 7 14	Lucia Knight
67 7 20	Brandon Kelly
88 6 29	Zachary Pulliam
35 11 2	Eloise Lanham
42 6 2	Kimberly Peterson
85 11 17	Melissa Parker
48 1 13	Catherine Coleman
78 7 25	Shrimply Alvarado
23 1 18	Alycia Doyle
69 11 30	Jane Howard
34 6 23	Gordon Hill
51 3 12	Lynn Harrison
11 7 20	Marion Henderson
78 4 29	Maryalice Hale
40 2 26	Maria Robinson
8 10 11	Teresa Perry
66 9 15	Edward Hernandez
29 10 25	Zachary Wood
24 5 5	Bobby Reed
83 11 3	Barbara Horan
18 4 6	Randee Holloway
57 2 5	Tammy Hubbard
54 6 23	Eugene Hall
10 8 27	Lindsay Coleman
16 2 6	Yuonne Medina
61 7 14	Roy Ramirez
38 10 17	Helen Pibbles
83 6 5	Spencer Parker
56 11 13	Clark Padilla
16 7 11	Betty Allen
20 5 14	Maryalice Davis
8 3 0	Alma Turner
76 6 9	Marion Archer
44 3 17	Rose Campbell
24 6 26	Earl Griffin
70 7 30	Dennis Griffin
46 2 22	Glennis Ward
45 8 27	Lindsay Barber
78 8 18	Willie Hale
8 5 19	Claudine Sullivan
24 10 10	Willie Alvarado
87 6 25	Lindsay Flowers
43 8 5	Alma Hardy
72 10 8	Valerie Henderson
90 2 26	Diane Ward
28 7 26	Tracy Neal
79 11 14	Alma Lindsey
35 8 13	Brian Butler
54 1 12	Antoinette Walters
87 10 7	Terrell Ball
21 1 5	Rafael Bryant
65 7 10	Lucia Sanders
87 6 13	Rebecca Meyer
88 1 2	Pamela Coleman
18 10 5	Maryalice Martin
72 11 24	Wilmer Watson
81 9 0	Nicholas Hubbard
31 7 2	Carl Rivera
73 5 25	Anya Fleming
43 1 12	Arthur Arevalo
53 3 23	Laura Perkins
77 1 10	Donald Hernandez
89 11 5	Michelle Buchanan
45 2 7	Kimberly Walters
46 7 8	Anya King
71 11 5	Angel Huddleston
49 2 12	Josphine Coleman
51 4 25	Susan Shuman
10 0 9	Kathy Webb
34 6 27	Anna Lee
32 3 5	Andre Henderson
41 10 26	Richard Vaughn
82 2 27	Treva Payne
8 10 26	Samual Jackson
51 9 2	Chris Banks
45 4 7	Anya Reeves
46 8 7	Marjorie Padilla
68 3 6	Joanne Dunn
16 10 3	Terry Griffin
14 0 19	Michelle Patterson
54 5 8	Alice Jackson
59 10 2	Lindsey Graves
76 4 15	Terence Reyes
86 8 29	Julie Ruiz
79 2 27	Calvin Barrett
58 0 24	Maddie Benton
59 3 6	Clayton Parker
41 4 12	Wilson Scott
25 9 2	Mildred Taylor
41 2 1	Eugene Gonzalez
