10607
87 7 26	See Hines
64 6 20	Marie Flaherty
74 3 15	Jeremy Doyle
56 9 5	Alycia Rhodes
56 8 15	Andre Wood
41 4 25	Terrell Arevalo
76 6 8	Marshall Carter
89 4 24	Treva Rogers
74 6 25	Heidi Vega
25 3 27	Sophia Watson
59 6 11	Timothy Turner
25 7 30	Jose Gonzalez
24 8 23	Lila Tate
89 6 12	Angel Moore
57 0 16	Michelle Fenton
8 5 6	Ryan Thompson
27 4 27	Diane Carter
65 6 26	Janet Neal
58 7 28	Donald Harrison
87 7 0	Wilmer Reyes
76 4 24	Ken Willis
35 6 2	Johnathan Gonzalez
73 8 23	Fred Sanders
55 2 28	Natalie Medina
10 11 15	Martin Ramirez
84 8 23	Roger Holloway
27 5 22	Lonnie Griffin
43 11 7	Calvin Perkins
18 3 19	Robin Barth
14 3 21	Annie Reyes
58 4 30	Lindsay Baldwin
90 0 6	Kathy Caraballo
34 3 28	Amanda Franklin
14 2 5	Maria Wood
83 11 16	Jackeline Norman
65 8 30	Kelly Nelson
36 5 0	Candelaria Ingram
88 9 4	Richard Grantham
67 2 12	Brian Harrington
46 0 9	Samual Allen
36 11 12	Ramiro Gonzales
85 2 7	Salvador Neal
64 1 24	Michelle Bell
77 5 18	Sharon Hunt
74 7 0	Andres Lindsey
12 1 8	Roy Bennett
47 4 0	Shrimply Maldonado
32 9 27	Ella Ingram
27 11 0	Jennifer Martinez
56 2 26	Alejandro Roy
52 6 18	Christopher Harvey
25 7 1	Kathy Dennis
72 4 7	Stephenie Barrett
46 0 8	Collen Hughes
78 0 7	Grace Cooper
83 2 11	Norman Pibbles
12 6 15	Katherine Thompson
12 6 18	Deborah Jones
66 10 11	Annie Lewis
13 10 25	Deborah Neal
70 1 3	Nicholas Graves
60 6 0	Nancy Humphrey
13 11 2	Estelle Peters
84 7 4	Marshall Barnes
31 3 10	Calvin Thomas
68 10 25	Devin Mitchell
54 10 26	Alycia Banks
78 4 27	Gregory Benton
36 9 8	Willie Drake
25 5 16	Martha Griffin
33 0 30	Robin Maier
43 10 9	Hsiu Barrett
81 8 4	Catherine Bell
40 9 14	Randee Stewart
80 5 0	Judith Barber
35 2 12	Delaine Roberts
79 9 11	Mary Stokes
20 10 13	Nancy Lindsey
47 7 9	Antoinette Morris
84 8 13	Jenifer Miller
73 7 20	Lila Moran
33 4 22	Maria Padilla
67 6 15	Johnathan Franklin
78 11 9	Bryant George
69 1 10	Nancy Sanders
40 10 22	Andrea Dunn
64 8 4	Annie Brooks
27 2 18	Nicholas Main
22 11 18	Jacqulyn Pulliam
37 11 29	Nicholas Meyer
21 4 0	Deborah Henderson
89 8 7	Rafael Shuman
11 9 14	Natasha Wheeler
27 4 14	Rachel Hutchings
49 4 30	Roy Lewis
18 5 18	Gary Adams
53 1 16	Hsiu Diaz
35 1 29	Martin Adams
12 3 18	Calvin Flowers
59 8 14	Janet Stewart
84 5 26	Clayton Ross
63 5 6	Sherri Carvalho
44 0 23	Ramiro Martin
90 9 9	William Horowitz
64 1 17	Cynthia Torres
46 4 14	Wayne Peterson
61 2 17	Natalie Jenkins
54 6 18	Dwayne McDaniel
18 5 14	Patti Williams
87 5 3	Lynn Robinson
60 7 14	Samual Lindsey
47 0 19	Earnest Richardson
78 2 15	Dani Wright
57 11 13	Kim Wilson
76 3 18	Ashley Kelley
55 3 30	Alejandro Johnson
30 5 1	Martha Edwards
60 7 14	Treva Clark
27 10 18	Tammy Yoon
78 5 17	Andrea Olvera
85 9 27	Karen Rogers
8 6 23	Sophia Payne
19 6 23	Hsiu Barrett
86 6 30	Steve Maier
24 2 23	Sarah Peterson
22 8 2	Fred Steadman
21 4 28	Terrell Parker
61 10 23	Jack Roy
21 5 13	Lucia Barrett
81 2 27	Lindsey Davis
39 8 8	Martin Miller
84 11 6	Brandon Green
77 3 18	Alejandro Browne
26 0 2	Carl Peters
26 9 3	Angie Vega
16 3 30	Clark Collins
12 5 17	Hugh Rodriguez
73 0 10	Anthony Barber
50 4 8	Eileen Drake
14 3 9	Lindsay Campbell
30 1 13	Luz Dean
62 0 20	Glennis Fleming
86 7 27	Felipe Cox
80 8 10	Aida Kelly
16 0 27	Bobby Parker
41 6 24	Zada Price
18 3 12	Susan Moody
45 6 30	Adam Mitchell
47 0 18	Heidi Anderson
60 3 28	Brandon Garcia
78 1 8	Rachel Porterfield
74 8 13	Donald Baker
49 3 29	Heidi James
37 11 30	Heidi Clark
18 10 15	Rosie Peterson
44 4 9	Pat Lindsey
89 1 25	Anthony Diaz
63 2 30	Earl Duong
61 8 2	Clayton Gonzalez
8 5 1	Kenneth Campbell
38 11 17	Susan Evans
71 6 19	Eliana Morgan
41 6 1	Maddie Alexander
60 9 30	Rufus Hollins
41 0 14	Jose Roy
26 1 25	Wade Townsend
55 9 10	Shanelle Barnes
23 0 4	Marilyn Reeves
44 9 20	Samual Goodrich
22 11 21	Oretha Stewart
62 0 20	Ivan Vargas
65 4 0	Timmy Walters
76 10 5	Inez Cooper
29 1 9	Casey Mitchell
19 10 2	Darrin Holt
60 2 28	David Lindsey
80 2 13	Angel Franklin
17 1 22	Edward Russell
17 1 30	Candelaria Hindman
56 1 20	Wilmer Hernandez
40 8 10	Chris Harvey
48 0 21	Marilyn Tiller
31 3 2	Estelle Blanton
59 11 28	Mildred Taylor
75 3 12	Belinda Taylor
27 2 7	Kathleen Flowers
11 3 7	Melissa King
17 1 20	Nicholas Kelley
8 5 28	Lonnie Gray
18 5 28	Kathleen Medina
41 6 9	Stasia Shuman
59 5 17	Jason Anderson
85 4 15	Hsiu Maldonado
48 1 23	Kimberly McDaniel
21 8 5	Andrea Holland
56 10 21	Myron Payne
85 7 28	Benjamin Washington
85 0 18	Annie Pibbles
10 8 21	Adam Duong
90 3 15	Martin Pibbles
41 7 6	Delaine Alexander
43 3 22	Ramiro Mabry
51 6 5	Howard Kelley
18 5 1	Christine Moran
81 0 4	Sophia Hale
74 3 21	Alma Bailey
47 0 9	Jonathan Anderson
8 3 20	Mildred Nunez
83 0 18	Treva Brockman
19 7 30	Felipe Horowitz
82 0 11	Lonnie Scott
69 8 19	Elvina Johnson
69 4 9	Christine Wheeler
28 4 18	Melissa Harris
87 10 4	Chris Thompson
50 5 2	Frankie Blanton
70 9 10	Frankie Smith
27 3 14	Lucia Tackett
30 11 17	Candelaria James
17 11 27	Andres Ingram
87 9 8	Ramiro Neal
56 11 26	Sherri Young
44 5 13	Nicholas Moore
71 7 20	Rufus Vega
73 1 10	Joanne Collins
60 8 5	Angie Harrington
59 7 11	Dorothy Sterling
35 1 5	Edward Lanham
12 10 25	Jennifer Norman
71 8 27	Katherine Ramirez
29 7 0	Annie Reid
53 6 3	Myron Lewis
55 7 5	Nancy Weaver
78 3 12	Carl Payne
10 9 7	Patricia Lee
42 6 20	Wanda Watson
30 5 4	Carl Phillips
82 3 8	Terrell Clark
75 8 14	Jeni Weaver
12 1 0	Eloise Kelley
66 0 21	Karen Boyle
74 0 16	Glennis Vargas
16 3 30	Marshall Allen
62 1 6	Brandon Payne
65 4 23	Kathleen Roberts
72 7 29	Angelika Henderson
17 6 6	Edward Flynn
60 0 9	Nelson Coleman
18 10 23	Devin Rhodes
55 3 15	Zachary Green
67 9 26	Sharon Ruiz
58 5 10	Jackeline Ruiz
26 4 22	Lindsey Porterfield
42 6 4	Mary Hudson
44 6 1	Terence Gray
50 0 10	Michael Bailey
63 7 16	Robin Johnson
34 0 23	Johnathan Gonzalez
54 1 2	Terry Robinson
83 10 19	Myron Sanders
11 7 4	Brandon Reed
68 5 20	Kelly Bowling
58 4 12	Karen Coleman
40 4 17	Myron Cox
26 8 13	Ken Seymore
84 2 13	Katherine Fenton
44 5 16	Charlene Steadman
9 9 18	Gregory Allen
45 9 17	Marion Morris
56 8 19	Timmy Reed
29 2 18	Deborah Brooks
89 4 12	Pamela Morris
62 6 19	Laurence Flaherty
74 1 1	Mary Alexander
41 2 13	Doris Banks
13 1 20	Anna Bailey
43 8 21	Rachel Barlow
24 1 2	Lucia McDonald
64 1 3	Calvin Evans
54 5 15	Michelle Roy
82 7 27	Eliana Reeves
42 8 25	Sherri Long
9 6 15	Rosie Harrington
81 9 27	Benjamin Martin
45 10 2	Rufus Moore
53 1 27	Wade Moody
38 7 29	Denise Moody
86 3 24	William Casey
14 3 16	Elijah Gray
47 10 24	Jason Robinson
84 8 23	Jackie Price
75 0 23	Zada Ramirez
33 1 3	Clark Flores
60 10 9	Maddie Bailey
70 6 5	Michelle Benton
54 5 0	Melita Hill
61 4 14	Alejandro Brown
61 8 25	Lillian Bailey
71 10 27	Andrew Lee
85 3 15	Martin Martin
48 5 1	Timmy Wagner
69 3 17	Nancy Nunez
78 6 29	Willie Medina
73 11 23	Kimberly Buchanan
13 10 24	Annie Aguilar
86 11 0	Eloise Tate
61 6 13	Josphine Torres
65 3 26	Terry Harrington
66 8 11	Pamala Hamilton
14 11 4	Ronald Walters
55 2 7	Niki Collins
65 0 17	Belinda Lopez
69 7 11	Calvin Bowen
80 7 8	Jacqueline Johnson
52 1 2	Jason Phillips
44 6 29	Aida Johnson
85 6 17	Cynthia Gonzalez
29 10 11	Alejandro Hernandez
44 0 6	Johnny Horowitz
87 11 23	Lillian Paul
31 6 19	Ivan Graves
57 7 28	Marie Maier
34 0 5	Shanelle Padilla
84 9 13	Timothy Willis
32 11 30	George Richardson
68 8 16	Jean Arevalo
32 11 26	Alan Hampton
15 0 3	Oretha Reddick
14 10 7	Ella Parker
10 5 22	Sharon Phillips
61 9 14	Natasha Phillips
58 4 21	Laurence Lopez
77 1 2	Sophia Graves
8 11 30	Herma Baker
55 6 11	Luz Graves
38 7 25	Wilmer Morris
26 8 21	Cecil Rogers
84 10 24	Steve Dunn
20 7 3	Kimberly Sullivan
11 2 18	George Carter
19 0 29	Nancy Lane
89 0 4	Willie Reid
60 9 2	Tracy Bailey
11 5 27	Diana Porterfield
17 5 27	Kimberly Huddleston
35 9 3	Barbara Hughes
68 8 23	Erica Taylor
39 2 6	Pamala Gonzales
73 10 11	Michelle Neal
39 2 26	Anna Mabry
42 6 0	Antoinette Grantham
47 11 1	Nicolette Price
16 6 16	Jonathan Alvarado
67 0 6	Jane Bailey
13 4 18	Denise Thompson
84 8 27	Karrie Watson
65 1 27	Ashley Roland
60 8 23	Shrimply Banks
66 5 21	Susan Hindman
34 9 24	Martin Seymore
61 11 17	Randee Pibbles
45 0 19	Angie Seymore
41 7 16	Deborah Bass
13 2 7	Kathleen Smith
79 1 30	Maryalice Alexander
47 7 6	Sarah Morgan
61 11 17	Susan Reyes
31 8 12	Arthur Wright
60 1 21	Norman Porterfield
71 8 28	Tracy Blanton
69 10 0	Timothy Miller
33 11 1	Elvina Harris
33 7 19	Dawne Alexander
68 9 4	Kevin Washington
77 10 29	Jonathan Johnson
36 0 1	Richard Henderson
80 1 22	Diane Stokes
89 1 19	Jason Roy
37 3 18	Wayne Flowers
38 10 17	Howard Doyle
46 2 28	Stasia Reid
62 0 9	Angel Gonzalez
49 10 3	Cecil Porterfield
87 5 16	Herma Alvarado
35 10 1	Kelly Franklin
33 0 30	Ronald Wood
39 1 23	Willie Stokes
47 1 9	Darrin Arevalo
11 4 30	Delaine Baldwin
43 9 16	Lindsey Arevalo
68 10 22	Shani Hindman
31 9 6	Alice Harris
55 7 3	Inez Johnson
73 4 14	Zachary Turner
8 8 23	Johnny Foster
49 5 28	Dani Wagner
38 3 4	Shrimply Hughes
35 6 21	Treva Alexander
13 10 10	Teresa Allen
47 6 4	Ivan Miller
90 4 27	Josphine Humphrey
80 8 9	Val Jones
23 3 8	Diane Boyle
41 10 17	Zada Faison
20 1 26	Zachary Barber
32 5 12	Zada Scott
65 2 3	Jennifer George
88 10 26	Eugenia Mccune
60 10 13	Aaron James
33 2 24	Frankie Cox
77 11 19	Maria Mitchell
73 9 16	Terence Coleman
29 4 29	Dorothy Tate
47 5 29	Jose Powell
23 3 16	Helen Scott
25 4 11	Helen Jackson
56 6 18	Earl Cook
52 11 13	Shrimply Smith
75 9 0	Jonathan Lee
29 7 0	Jacqueline Henderson
66 0 15	Kimberly Norman
29 6 12	Lindsey Weaver
67 10 15	Cecil Roland
21 4 0	Doris Barrett
61 1 30	Dawne Bell
58 7 30	Christine Steadman
23 7 1	Willie Franklin
15 4 11	Levi Pulliam
17 4 14	Susan Bryant
51 2 18	Ryan Parker
79 7 17	Jane Gray
65 6 28	Treva Vega
80 4 2	Ella Willis
57 6 13	Deborah Sanders
86 1 26	Clarence Peterson
87 4 1	Rebecca Watson
48 2 18	Dennis Coleman
71 2 21	See Boyle
17 7 23	Jacqueline Buchanan
89 0 30	Martin Howard
25 3 21	Heidi Dennis
31 5 29	Dawne Diaz
84 3 23	Bobby Blanton
26 2 18	Kasie Vargas
77 10 25	Zada Robinson
66 4 21	Maryalice Gonzalez
74 0 14	Ramiro Harvey
14 2 5	Betty Hardy
25 5 12	Brandon Washington
86 8 1	Maryalice Reed
42 10 6	Roger Banks
12 1 8	Edward Collins
56 3 4	Christopher Main
63 9 11	Laura Lewis
64 5 26	Wilmer Barth
47 8 11	Charlene Holland
33 6 28	Rachel Doyle
56 3 30	Jack Ward
36 4 18	Stasia Butler
62 6 8	Willie Drake
12 5 3	Earnest Huddleston
90 6 3	Annie Hollins
68 2 17	Walter Brown
10 11 2	Wanda Faison
54 10 21	Elijah Perry
31 9 28	Josphine Grantham
31 0 12	Christine Adams
60 10 9	Yuonne James
62 3 11	Nicolette Barnes
69 10 26	Josphine Hill
80 10 28	Aaron Baldwin
39 11 6	Darrin Padilla
23 9 7	George Hunt
78 11 10	Clark Bass
54 2 26	Eloise Lanham
10 0 20	Clarence Mitchell
44 9 0	Glennis Graves
67 9 21	Angelika Fortune
19 1 19	Laurence Bailey
12 8 19	Irene Townsend
90 4 26	Richard Brooks
43 8 14	Cheryl Medina
51 9 29	Laura Adams
79 1 13	Jane Lamb
37 3 16	Eloise Archer
41 2 8	Judith Young
77 0 8	Erica Wagner
90 9 16	Jane Whitworth
57 5 18	Maddie Bailey
57 6 2	Jack Hill
45 7 10	Max Thompson
42 4 30	Catherine White
18 4 5	Brandon Browne
57 10 5	Jane Bennett
37 6 3	Michael Washington
63 2 19	Maria Campbell
57 10 26	Fred Lee
15 0 17	Catherine Marsh
12 2 28	David Gonzalez
84 11 19	Benjamin Harrington
59 0 10	See Jones
38 2 16	Arthur Baumann
47 0 1	Melita Simmons
52 0 28	Nicholas Duong
12 5 12	Andrew Vaughn
10 3 14	Germaine Flynn
37 3 12	Sophia Ruiz
52 6 18	Andrew Vaughn
30 1 8	Kelly Webb
73 2 7	Angel Ramirez
50 10 4	Clark Peterson
60 2 13	Johnathan Jones
42 9 30	Joshua Taylor
76 1 20	Roger Horan
41 2 4	Maria Barnes
50 9 11	Max Vaughn
10 8 21	Irene Bryant
22 11 25	Ryan Johnson
61 2 4	Earl Diaz
40 3 24	Ramiro Holt
48 5 27	Rufus Simpson
18 4 25	Kasie Blanton
78 2 11	Donald Cox
62 5 12	Frankie Cooper
47 8 10	Deborah Sanders
23 9 5	Lynn Maldonado
17 10 13	Josphine Boyle
24 2 8	Kelly Sanders
57 5 11	Hugh Williams
77 11 2	Jorge Ingram
52 6 20	Michael Townsend
30 10 21	Amanda Doyle
85 11 1	Jacqulyn Butler
8 3 17	Ronald Long
9 3 3	Lillian Wood
75 11 8	William Freeman
60 0 17	Salvador Lanham
75 4 26	Germaine Tate
85 6 10	Norman Gonzalez
76 8 30	Pamela Bell
41 11 17	Nelson Barth
23 6 17	Felipe Jackson
27 10 9	Howard Howard
83 7 10	Alma Martinez
42 9 22	Claudine Paul
86 1 22	Andre Perkins
18 6 0	Nelson Baumann
64 5 21	Gregory Roberts
56 11 30	Bryant Williams
36 7 14	Katherine Tackett
30 3 19	Joe Bell
74 4 1	Dexter Yoon
12 0 30	Stasia Henderson
53 4 28	Grace Collins
90 9 24	Sherri Hollins
17 3 4	Collen Main
45 10 27	Alan Moody
80 4 22	David Vaughn
71 0 16	Elijah Smith
51 10 30	Lila Collins
63 8 24	Johnathan Mccune
77 10 29	Melissa Barth
86 6 20	Kimberly Wilkins
53 0 3	Lillian Watson
83 10 6	Rosie Lanham
79 11 10	Nancy Hollins
81 6 2	Bobby Butler
68 3 19	Eileen Bowen
69 9 9	Melita Morris
38 6 26	Jacqulyn Pibbles
86 11 5	Khadijah Fortune
78 10 11	Hugh Maier
12 9 6	Eliana Williams
76 0 12	Norman Collins
20 3 20	Susan Franklin
54 4 14	Jennifer Ramirez
50 7 13	Annie Rogers
20 9 15	Helen Simpson
46 4 22	Brandon Bryant
70 7 14	Andres Evans
19 7 3	Jorge Edwards
11 9 4	Ken Carvalho
42 3 7	Joe Hughes
80 9 10	Glennis Marsh
11 3 19	Johnathan Harris
10 11 19	Martha Flores
47 9 4	Gordon Alexander
34 10 18	Terry Duong
24 5 13	Niki Horan
88 6 28	Timothy Medina
51 11 27	Sherri McDaniel
39 7 24	Nicholas Henderson
55 1 26	Kimberly Hill
77 7 8	Vera Long
62 3 11	Nicolette Hamilton
34 2 11	Kevin Neal
83 9 25	Donald Patterson
84 3 23	Stephenie Thompson
24 11 20	Belinda Taylor
23 0 27	Laurence Butler
20 9 18	Ramiro Perry
45 10 3	Heidi Hughes
72 1 28	Carl Powell
78 4 13	Johnny Bryant
52 5 21	Eliana Morris
83 11 29	Wayne Smith
87 8 18	Wilson Sanchez
69 6 26	Cynthia Hubbard
33 5 20	Arthur Bennett
10 2 5	Antoinette Roy
68 1 23	Anthony Baldwin
50 4 8	Jacqueline Mccune
65 6 28	Donald Wood
26 4 5	Alycia Robinson
60 6 5	Santiago Barber
23 2 27	Zada Campbell
75 6 3	Cynthia Shuman
17 3 20	Andrea Paul
39 3 26	Sharon Thompson
53 10 1	Mildred Hines
33 11 6	Lindsay Harrington
13 10 3	Jean Jenkins
35 11 29	Joshua Browne
15 4 5	Krissy Steadman
63 0 21	Valerie Johnson
40 5 11	Maddie Allen
32 6 14	Betty Rodriguez
73 2 28	Rosie Harris
12 6 10	Tracy Hindman
48 5 30	Walter Olvera
89 4 18	Terry Hale
18 2 26	Khadijah Wagner
16 3 9	Salvador Hampton
38 9 22	Earl Butler
32 1 9	Tracy Alvarado
30 6 12	Dennis Hutchings
17 2 14	Alan Tate
69 1 18	Mildred Lindsey
72 1 1	Kimberly Patterson
34 8 7	Gary Kelley
40 4 29	Kasie Garcia
29 11 15	Inez Green
13 0 9	Jack Howard
33 0 18	Betty Bass
72 1 20	Melita Brockman
78 0 15	Rebecca Moore
57 1 24	Benjamin Perkins
43 2 21	Myron Padilla
85 4 12	Felipe Evans
54 2 22	Dorothy Coleman
51 6 25	Lynn Gray
81 8 5	Janet Flores
79 11 26	Natasha Griffin
42 1 29	Nancy Hines
22 4 25	Patricia Webb
14 2 10	Sherri Casey
86 0 9	Laurence Hines
67 10 23	Kevin Adams
41 4 5	Ashley Robinson
82 1 23	Martin Maier
64 8 17	Maria Aguilar
49 6 1	Wanda Richardson
85 5 9	Rachel Payne
90 0 23	Cecil Campbell
70 1 4	Jackeline Hardy
18 0 29	Tracy Holland
74 7 12	Nicolette Wright
89 11 0	Roger Payne
18 11 15	Charles Perez
84 6 2	Alan Bryant
70 2 20	Martha Fenton
36 2 21	Pamala Moran
51 7 30	Teresa Alexander
23 1 17	Earl Long
75 2 14	Andres Porterfield
27 1 11	Johnathan Jones
80 0 25	Christopher George
11 6 30	Wanda Ramirez
39 7 3	Ella Hindman
55 9 6	Valerie Price
62 9 13	Timothy Torres
16 8 1	Darrin Richardson
79 9 6	Angel Taylor
52 5 13	Devin Pulliam
82 10 16	Jeremy Humphrey
78 9 8	Glennis Nelson
74 5 9	Cecil Hampton
65 0 2	Calvin Robinson
25 11 3	Rose Aguilar
69 9 24	Salvador Wilson
79 1 8	Eliana McDaniel
12 7 0	Heidi Casey
20 6 25	Lillian Griffin
8 8 21	Wade Taylor
57 4 30	Gary Maldonado
18 5 17	Judith Coleman
64 10 21	Rose Henderson
56 4 8	Valerie Sanders
15 4 22	Joanne Harrison
37 8 17	Yuonne Evans
71 2 12	Andrea Bennett
69 5 25	Laurence Rodriguez
38 8 15	Hsiu Hill
72 3 4	Jeremy Wagner
60 5 0	Zachary Alexander
15 10 19	Spencer Robinson
22 9 27	Candelaria Edwards
77 9 19	Helen Roberts
11 7 3	David Clark
30 3 19	Clark Olvera
16 0 12	Stephenie Simpson
35 8 12	Kenneth Reeves
54 4 25	Rafael Lamb
85 0 7	Jason Banks
34 2 20	Inez Collins
82 6 22	Mary Maier
88 1 28	Marshall Hernandez
81 7 7	Marie Roland
24 2 8	Val Alvarado
12 1 23	Devin Taylor
88 2 4	Julie Mitchell
49 3 10	Clayton Campbell
90 11 10	Shrimply Platt
58 4 3	Collen Lamb
45 1 9	Marjorie Pulliam
34 1 10	Delaine Whitworth
55 4 14	Wilmer Pulliam
51 2 16	Janet Evans
27 4 3	Rebecca Morgan
82 8 28	Lillian Wood
75 2 4	Ken Lewis
30 9 8	Treva Hernandez
38 7 13	Gary Baumann
51 5 12	Patricia Townsend
61 9 8	Margaret Ball
29 5 26	Herma Ball
36 0 9	Roger Olvera
56 5 25	Kelly Banks
31 1 30	Zada Copeland
40 1 16	Spencer Johnson
72 1 5	Claudine Allen
23 4 25	Wayne Hughes
22 2 24	Steve Tate
45 3 4	Denise Baumann
51 11 16	Erica Mabry
9 9 30	Charles Henderson
56 8 11	Spencer Stewart
55 11 27	Cynthia Bryant
32 0 15	Charlene Harvey
87 6 23	Krissy Stewart
26 5 11	Karrie George
84 9 21	Maria Gonzalez
77 5 17	Vera Perez
69 6 5	Ronald Meyer
8 0 18	Lillian Bennett
49 0 21	Laura Gonzales
42 6 17	Steve Barth
41 11 24	Jeremy Duong
45 0 8	Karrie Taylor
68 5 8	Shanelle Diaz
31 1 27	Anthony Sterling
24 8 25	Cecil Townsend
90 6 20	Melita Reid
29 11 27	Terrell Miller
51 11 15	Aida Price
11 11 0	Sophia Harvey
65 8 11	Brandon Vaughn
34 11 27	Cheryl Wood
54 8 15	Alejandro Rhodes
33 4 14	Clayton Thompson
37 7 20	Timothy Morgan
44 3 19	Earnest Olvera
88 3 14	Nancy Hollins
61 4 19	Nelson Barlow
10 4 13	Sarah Reid
60 6 5	Norman McDaniel
51 0 23	Kevin Allen
47 1 18	Casey Horowitz
59 10 22	Devin Holt
19 6 0	Catherine Bryant
58 8 5	Mildred Nelson
77 10 10	Erica Wheeler
20 2 29	Diana Green
8 10 18	Lindsay Ruiz
63 9 1	Pat Lee
10 1 20	Alice Thompson
61 3 24	Luz Horan
86 9 5	Sherri Sanchez
58 1 4	Jason Porterfield
88 4 23	Natalie Dennis
70 3 14	Johnny Long
58 1 11	Antoinette Gonzalez
90 5 21	Lillian Lane
89 3 28	Brian Mabry
36 0 25	Marilyn Holt
37 1 18	Brandon Thompson
46 0 2	Denise Thomas
45 7 15	Grace Diaz
37 3 26	Cynthia Graves
63 2 26	Steve Edwards
78 3 10	Rafael Horan
36 0 29	Katherine Jenkins
49 6 6	Dexter Olvera
18 9 26	Adam Williams
76 2 17	Jackeline Young
78 4 30	Laurence Powell
38 2 4	Eileen Webb
86 3 18	Delaine Collins
64 1 28	Casey Baldwin
16 9 29	Betty Butler
62 0 0	Shrimply Clark
73 4 26	Clark Reed
56 8 27	Jose Jackson
15 4 28	Randee Boyle
36 4 14	Clarence Reddick
76 0 9	Val Turner
39 2 16	Germaine Ward
25 0 5	Fred Norman
27 3 3	Angel Dean
53 4 24	Calvin Kelley
22 8 15	Germaine Webb
54 4 16	Deborah Willis
86 7 20	Patti Porterfield
18 4 10	Grace Drake
10 8 19	Dwayne Lewis
76 7 13	Erica Brockman
24 10 9	Janet Baumann
69 2 5	Janet Turner
21 8 30	Wilmer Hines
43 2 19	Jean Allen
15 10 16	David Pibbles
61 2 27	Wade Gracia
64 2 0	Andre Hernandez
67 8 21	Jack Bailey
70 8 6	Eliana Moody
69 11 8	Janice Franklin
25 11 16	Barbara Bennett
85 2 16	Katherine Gonzales
70 11 11	Sherri Stokes
16 3 23	Richard Roy
54 8 26	Spencer Whitworth
52 3 15	Alejandro Long
87 0 13	Krissy Huddleston
52 4 8	Johnny Taylor
65 11 17	Val Sherman
39 9 29	George Duong
15 4 14	Alejandro Roberts
85 2 22	Melissa Hines
53 11 0	Martin Marsh
55 9 24	Rose Steadman
47 8 27	Luz Lewis
60 2 8	Estelle Marsh
83 9 4	Grace Bass
16 7 17	Denise Tackett
43 11 6	Nicolette Robinson
76 3 21	Bryant Watson
46 5 16	Timmy Orosco
66 7 8	Gregory Coleman
49 11 23	Kevin Roland
63 10 28	Melita Harris
14 9 7	Nancy Horowitz
87 2 0	Clark Gonzalez
70 5 0	Aida Brockman
16 7 11	Val Vega
26 11 28	Joe Lane
80 7 30	Dani Cox
21 5 28	Myron Davis
49 4 10	Aubrey Griffin
37 1 7	Christine Hines
74 11 12	Christopher Hardy
72 2 24	Marie Barnes
16 3 29	Chris Diaz
15 0 0	Clarence Norman
24 1 2	Jeremy Brockman
27 8 29	Wanda Tate
33 2 9	Carley Moody
34 9 3	Arthur Bailey
84 10 1	Elijah Perkins
82 2 14	David Alvarado
72 7 2	Santiago Humphrey
34 11 29	Nicholas Bowen
38 2 28	Ella Scott
80 5 28	Natasha Williams
74 0 19	Kim Maier
15 9 6	Brandon Tiller
34 9 25	Wanda Moore
36 4 0	Brian Alvarado
9 10 6	Wayne Moran
21 3 26	Kasie Knight
50 8 21	Marjorie Barth
32 4 26	Elijah Paul
8 6 1	Mary Reid
8 10 25	Maddie Hampton
44 4 26	Mary Roberts
84 10 23	Randee Huddleston
41 7 9	Annie Turner
26 4 21	Grace Kelley
51 5 23	Spencer Brooks
51 3 6	Grace Meyer
66 11 21	Joe Ward
17 9 18	Fred Steadman
56 0 15	Ramiro Lamb
75 8 20	Nicholas Padilla
87 3 18	Elijah Carvalho
49 1 21	Spencer Thomas
62 8 28	Maryalice Miller
87 1 13	Jeni Tiller
59 3 16	Inez Alexander
50 9 17	Jennifer Cook
77 11 27	Martin Archer
38 1 7	Anya Rhodes
37 1 12	Johnny Moody
79 3 2	Betty Griffin
81 10 25	Diane Payne
59 7 23	Sarah Griffin
66 10 14	Vera McDonald
62 2 23	Diana Roland
78 11 4	Estelle Butler
87 1 3	Samual Harvey
37 6 9	Angelika Henderson
45 3 14	Glennis Buchanan
79 9 24	Kasie Hunt
8 2 21	Angel Doyle
90 7 17	Vera Main
76 2 30	Ashley Carter
74 8 19	Candelaria Payne
90 7 14	Zachary Arevalo
25 4 28	Janet Scott
23 0 6	Jeni Moore
42 11 29	Dani Wood
77 7 18	Aubrey Humphrey
66 3 2	Terrell Kelly
82 3 21	Jose Lee
90 6 6	Terrell Thompson
29 10 10	Brian Foster
20 6 11	Tammy Flynn
59 2 25	Jason Browne
35 8 15	Terrell Hall
28 3 12	Gary Martin
32 9 18	Jorge Bailey
44 4 27	Terrell Lindsey
79 6 27	Roy Ingram
62 1 11	Karrie Buchanan
66 10 22	Terrell Jackson
54 5 23	Jorge Taylor
67 4 23	Clark Ball
72 10 14	Kathy Mccune
83 7 18	Calvin Archer
58 7 18	Marion Watson
11 11 25	Lucia Hudson
45 6 16	Kimberly Freeman
26 1 27	Joe Peters
20 5 3	Rosie Flores
90 2 14	Casey White
21 8 7	Katherine Carvalho
48 1 11	Cynthia Willis
45 3 20	Dawne Platt
79 9 28	Richard Vaughn
70 9 9	Adam Hardy
9 5 1	Jackeline Lee
43 1 5	Brian Walters
69 10 1	Karen Harris
81 5 6	Martin Parker
82 8 30	Marie Rodriguez
86 10 1	Brian Rivera
17 2 5	Wayne Bowling
73 7 22	Shani Wheeler
12 7 27	Lila Ball
